text	category	region	language	cultural_score	quality_score
"To make 
the students at their ease, teachers should learn the language Santali – at least learn to understand what she speaks of"	language	Unknown	Santali	3	2.3255813953488373
The research concluded with the assertion that Santal folktales are elegant literature	language	Unknown	Santali	2	2.3255813953488373
"As the tales mention, they still have their traditions, 
cultures, society, and family"	gender	Unknown	Santali	2	2.3255813953488373
The Santals thus have firm belief in their having wandered for ages and over distances	customs	Unknown	Santali	2	2.3255813953488373
"He himself wrote the Santali books and got them printed from his own printing 
machine"	language	Unknown	Santali	2	2.3255813953488373
"The study has noticed a
gradual inclination of the Santal inhabitants of this
region towards professions other than their traditional
one that is forest-based or agriculture"	farming	Unknown	Santali	4	2.312138728323699
"Santal house pattern is changing 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	housing	Unknown	Santali	3	2.307692307692308
"[26] Historically, the Santals practiced their autonomous religious beliefs without
assigning specific nomenclature to their faith"	customs	Unknown	Santali	3	2.307692307692308
The Santal women now generally wear bordered saris not less than seven cubits in length	gender	Unknown	Santali	2	2.2988505747126435
"Mortuary ritual performed by the Jadopatias in the villages of 
Bengal and Bihar, India"	customs	Bihar	Santali	2	2.2988505747126435
The Santal community is one of the most prevalent and most ancient tribes in Bangladesh	gender	Unknown	Santali	2	2.2988505747126435
"Soren identified Santal 
cultural and traditional elements in their folktales and myths"	festival	Unknown	Santali	2	2.2988505747126435
"Dalton have left 
us very good accounts of the Santals, their land, customs, and habits"	customs	Unknown	Santali	2	2.2988505747126435
"As a nation, Santali is recognized as one of the 
best nations and they have everything"	language	Unknown	Santali	2	2.2988505747126435
"The Santals of this region have come in contact
with the non-tribal and urban lifestyle"	customs	Unknown	Santali	2	2.2988505747126435
"Due to inclusion of Santali language in course
curriculum a number of  books have been
published in different  subjects  in Santali"	language	Unknown	Santali	3	2.2900763358778624
"Different 
programmes including training are being undertaken for the empowerment of the Santali women to make them self-
dependent"	gender	Unknown	Santali	3	2.2900763358778624
"Skrefsrud edited “A Grammar of the Santali Language”, a work which has 
been the foundation of all the later works on this language"	language	Unknown	Santali	3	2.2900763358778624
"0
Punctuation
Computing
Unicode
15/05/2025, 12:34
Ol Chiki script - Wikipedia
https://en"	language	Unknown	Santali	2	2.272727272727273
"6 Creative arts and craft of santal culture:
Santal people are creative persons in India"	economy	Unknown	Santali	2	2.272727272727273
"This unique family 
culture is passed on to the new generation through the stories that are told to the 
children and through the family and community‟s child-rearing practices"	gender	Unknown	Santali	4	2.272727272727273
Archer, Tribal Law and Justice: A Report on the Santal (Delhi: Concept Publishing, 1984)	customs	Unknown	Santali	2	2.272727272727273
"70 
 
NisarthiArang 
(Santali short stories under, Navodaya) 
By Sirip Chandra Soren 
Ed"	language	Unknown	Santali	2	2.272727272727273
10 At the time of recording we where surrounded by a Santal audience in a Santal village	social	Unknown	Santali	2	2.272727272727273
"In Search of a Withering 
Community: the Santals of Bangladesh (Rahman, 2004) addresses the problems regarding land rights and the 
relationship between land and tribal culture"	social	Unknown	Santali	4	2.272727272727273
"The missionary work among the Santals was initiated around 1850 and gradually the missionaries conceived a 
unanimous adaptation of writing the Santali language in Roman script"	language	Unknown	Santali	4	2.272727272727273
"Santal
ᱥᱟᱱᱛᱟᱲ ᱦᱚᱲ
Santals in traditional dress celebrating Baha
parab
Total population
c"	festival	Unknown	Santali	2	2.272727272727273
"After pivotal endeavours of Pandit
Raghunath Murmu, the Santali Language has
received recognised script “Olchiki” and the
Language received different Constitutional
recognitions"	language	Unknown	Santali	4	2.2598870056497176
"Santali did not have a written language until the twentieth century and used Latin/Roman, 
Devnagri, Oriya and Bangla writing systems"	language	Unknown	Santali	3	2.2556390977443606
"Although the language of instruction is Hindi, the
teaching in Santali is taken up simultaneously (Asha
Internal Report 21 2001: 2-6)"	language	Unknown	Santali	3	2.2556390977443606
"The Santal community has a rich tradition of oral
literature, including folk tales, songs, and myths, passed down through generations"	festival	Unknown	Santali	3	2.2556390977443606
"Saren, Jagneswar ""Ranakap Santali Ronor"" (Progressive Santali Grammar), 1st edition, 2012"	language	Unknown	Santali	2	2.247191011235955
"Complementing literary production, these events confer visibility on the
Santal community"	gender	Unknown	Santali	2	2.247191011235955
"Bodding Re-Enchanted Santal Words’, Journal of Adivasi and
Indigenous Studies (JAIS), Vol"	customs	Unknown	Santali	2	2.247191011235955
"According to Santal villagers,
water is the most important element for a plant’s survival"	gender	Unknown	Santali	2	2.247191011235955
"While Santal 
pushed the traditional elite to recognise Santali and Ol Chiki's Orissa scene, we also see that a new more 
urbanised elite supports English as a means of education"	language	Unknown	Santali	4	2.247191011235955
"Santal community has even more number
of population who have received technical
education"	gender	Unknown	Santali	2	2.247191011235955
"Byomkes, A Comparative Study of Santali and Bengali, KP Bagchi, Calcutta, 1994
Culshaw, W"	language	West Bengal	Santali	2	2.247191011235955
"How there is an 
account of the period of Santali literature with successive doers and how the literature progressed at any given time"	language	Unknown	Santali	3	2.2388059701492535
"""Santhali becomes India's first tribal language to get own Wikipedia
edition"" (https://www"	customs	Unknown	Santali	2	2.2222222222222223
"Santali was a mainly oral language until the development of Ol-Chiki
International Bilingual Journal of Culture, Anthropology and Linguistics (IBJCAL), eISSN: 2582-4716
https://www"	gender	Unknown	Santali	4	2.2222222222222223
"It is also true that they are listening Bangla, Hindi, Kawali songs besides Santali 
songs"	language	Unknown	Santali	2	2.2222222222222223
"That is why Santali peoples are using Bangla language spontaneously in their daily 
life, where they are quite reluctant to use Santali"	language	Unknown	Santali	3	2.2222222222222223
"63 The Rairangpur socio educational and cultural associations in Mayurbhnaj (Odisha) took up
the task of promoting the Santal script language and literature in the different states"	language	Odisha	Santali	4	2.2222222222222223
"The culture of a particular community 
depends upon the activities, life-style, creeds, and beliefs of all the people of that community"	gender	Unknown	Santali	3	2.2222222222222223
"Though the Santal women are recognized as laborious all through the year in the 
family, their economic worth is not estimated properly"	gender	Unknown	Santali	3	2.2222222222222223
"Santhali 
language belongs to the Munda, Ho, Mahli, Bhumij, and Kharia family of languages"	gender	Unknown	Santali	2	2.2222222222222223
"Jitendranath is of opinion that the tribal
The Changing Cultural Pattern among the Santals of Birbhum
17
community is lagging behind owing to their lack in
hold on English language"	gender	Unknown	Santali	4	2.2222222222222223
"Now  the research and practice work on this language and literature is progressing with great 
success in India and outside the country"	language	Unknown	Santali	3	2.2222222222222223
2) A knowledge  of this language and literature will be created in the mind of the readers	language	Unknown	Santali	2	2.2222222222222223
"Therefore it can be stated that the Santal non-material culture is losing its grandeur, because of the decline of 
language, creeds, beliefs, and religious functions or celebrations"	festival	Unknown	Santali	4	2.209944751381215
"Though Santali religious books 
are written in Roman language, they read or pronounce most of these books 
translated in Bangla language"	language	Unknown	Santali	3	2.2058823529411766
"The Santal
ancestors possess own religion, strong cultural
heritage and traditional village political structure
which are at stake today"	festival	Unknown	Santali	3	2.2058823529411766
"5 The Customs of the Santals 
Birth is considered as a very festive event among the Santals"	customs	Unknown	Santali	2	2.197802197802198
"Muhammad Samad (2006) says, 
“Promoting education among the Santals is very important, but providing livelihood based on traditional skill, 
such as agriculture is similarly required"	farming	Unknown	Santali	4	2.197802197802198
"There are not as many tribal languages as there are
tribal communities (Annamalai 1997: 16)"	customs	Unknown	Santali	2	2.197802197802198
"org 
e656 
 
efforts were made to focus and awaken the Santal society, culture and Religion"	social	Unknown	Santali	2	2.197802197802198
"Changing Pattern of Santali Language 
141 
 
Changing Pattern of Santali Language: 
A Trilingual Situation and the Emerging Conflict 
 
S"	language	Unknown	Santali	3	2.18978102189781
"This is the situation for Santali, although it and 18 other important minority languages were 
listed as part of the 8th Schedule in 2003"	language	Unknown	Santali	3	2.18978102189781
"There is a major point at stake: do the deployment of 
minority languages and scripts prevent further exclusion of tribal minority groups"	gender	Unknown	Santali	3	2.18978102189781
"In 
summary, Santali is the heartbeat of North Santal culture, embodying their traditions, values, and wisdom 
(Chowdhury & Chakma, 2016)"	festival	Unknown	Santali	3	2.18978102189781
"In order to do so, attempt has been made
to address the transition of traditional culture of Santal
of this region to its modern platform"	festival	Unknown	Santali	3	2.18978102189781
Description: Taga is made of silver and it is worn by young girls and women around their arm	gender	Unknown	Santali	2	2.1739130434782608
"Therefore, their folktales are a bearer/carrier of their practices, traditions, and 
culture"	customs	Unknown	Santali	2	2.1739130434782608
